Weenie ID,Weenie String,Weenie Class Name,Release,Type,Status,Patch Name,Quest Name,Comments
27326,Stamina Tincture,staminatincture,Retail,,,,,
27327,Stamina Tonic,staminatonic,Retail,,,,,
27328,Major Mana Stone,manastonemajor,Retail,,,,,
27329,Massive Mana Charge,manastonemassive,Retail,,,,,
27330,Moderate Mana Stone,manastonemedium,Retail,,,,,
27331,Minor Mana Stone,manastoneminor,Retail,,,,,
27332,Palenqual's Atlatl of the Chase,atlatlchase,Retail,,,,,
27333,Tanae's Atlatl of the Forests,atlatlforests,Retail,,,,,
27334,Palenqual's Atlatl of the Heights,atlatlheights,Retail,,,,,
27335,Audetaunga's Atlatl of the Mountains,atlatlmountains,Retail,,,,,
27336,Volkama's Atlatl of the Rivers,atlatlrivers,Retail,,,,,
27337,Palenqual's Atlatl of the Vortex,atlatlvortex,Retail,,,,,
27338,Palenqual's Panaq of the Chase,bowpanaqchase,Retail,,,,,
27339,Tanae's Panaq of the Forests,bowpanaqforests,Retail,,,,,
27340,Palenqual's Panaq of the Heights,bowpanaqheights,Retail,,,,,
27341,Audetaunga's Panaq of the Mountains,bowpanaqmountains,Retail,,,,,
27342,Volkama's Panaq of the Rivers,bowpanaqrivers,Retail,,,,,
27343,Palenqual's Panaq of the Vortex,bowpanaqvortex,Retail,,,,,
27344,Palenqual's Korua of the Chase,cestuskoruachase,Retail,,,,,
27345,Tanae's Korua of the Forests,cestuskoruaforests,Retail,,,,,
27346,Palenqual's Korua of the Heights,cestuskoruaheights,Retail,,,,,
27347,Audetaunga's Korua of the Mountains,cestuskoruamountains,Retail,,,,,
27348,Volkama's Korua of the Rivers,cestuskoruarivers,Retail,,,,,
27349,Palenqual's Korua of the Vortex,cestuskoruavortex,Retail,,,,,
27350,Palenqual's Buadren of the Chase,orbbuadrenchase,Retail,,,,,
27351,Tanae's Buadren of the Forests,orbbuadrenforests,Retail,,,,,
27352,Palenqual's Buadren of the Heights,orbbuadrenheights,Retail,,,,,
27353,Audetaunga's Buadren of the Mountains,orbbuadrenmountains,Retail,,,,,
27354,Volkama's Buadren of the Rivers,orbbuadrenrivers,Retail,,,,,
27355,Palenqual's Buadren of the Vortex,orbbuadrenvortex,Retail,,,,,
27356,Palenqual's Ukira of the Chase,swordukirachase,Retail,,,,,
27357,Tanae's Ukira of the Forests,swordukiraforests,Retail,,,,,
27358,Palenqual's Ukira of the Heights,swordukiraheights,Retail,,,,,
27359,Audetaunga's Ukira of the Mountains,swordukiramountains,Retail,,,,,
27360,Volkama's Ukira of the Rivers,swordukirarivers,Retail,,,,,
27361,Palenqual's Ukira of the Vortex,swordukiravortex,Retail,,,,,
27362,Palenqual's Kalindan of the Chase,xbowkalindanchase,Retail,,,,,
27363,Tanae's Kalindan of the Forests,xbowkalindanforests,Retail,,,,,
27364,Palenqual's Kalindan of the Heights,xbowkalindanheights,Retail,,,,,
27365,Audetaunga's Kalindan of the Mountains,xbowkalindanmountains,Retail,,,,,
27366,Volkama's Kalindan of the Rivers,xbowkalindanrivers,Retail,,,,,
27367,Palenqual's Kalindan of the Vortex,xbowkalindanvortex,Retail,,,,,
27368,Atlatl,atlatlpalenqual,Retail,,,,,
27369,Panaq,bowpanaq,Retail,,,,,
27370,Korua,cestuskorua,Retail,,,,,
27371,Buadren,orbbuadren,Retail,,,,,
27372,Ukira,swordukira,Retail,,,,,
27373,Kalindan,xbowkalindan,Retail,,,,,
27374,Runed Chest,chestquestaubereanmap,Retail,,,,,
27375,Runed Chest,chestquestcoinattachment,Retail,,,,,
27376,Runed Chest,chestquestdarkmonolith,Retail,,,,,
27377,Runed Chest,chestquestdarktowers,Retail,,,,,
27378,Runed Chest,chestquestdeepcaverns,Retail,,,,,
27379,Runed Chest,chestquestdrudgefight,Retail,,,,,
27380,Runed Chest,chestquestlairhomunculus,Retail,,,,,
27381,Runed Chest,chestquestgibbering,Retail,,,,,
27382,Runed Chest,chestquestrelic,Retail,,,,,
27383,Runed Chest,chestquestrestingplace,Retail,,,,,
27384,Runed Chest,chestquestwizardsblade,Retail,,,,,
27385,Map of Auberean,gemquestaubereanmap,Retail,,,,,
27386,Gold Hill Ruins,gemquestcoinattachment,Retail,,,,,
27387,Dark Monolith,gemquestdarkmonolith,Retail,,,,,
27388,Dark Towers,gemquestdarktowers,Retail,,,,,
27389,Deep Caverns,gemquestdeepcaverns,Retail,,,,,
27390,Drudge Fight,gemquestfightdrudge,Retail,,,,,
27391,Lair of The Homunculus,gemquesthomunculus,Retail,,,,,
27392,Oubliette,gemquestgibbering,Retail,,,,,
27393,Relic,gemquestrelic,Retail,,,,,
27394,Resting Place,gemquestrestingplace,Retail,,,,,
27395,Wizard's Lab,gemquestwizardsblade,Retail,,,,,
27396,Map of Auberean,portalaubereanmap,Retail,,,,,
27397,Gold Hill Ruins,portalcoinattachment,Retail,,,,,
27398,Dark Monolith,portaldarkmonolith,Retail,,,,,
27399,Dark Towers,portaldarktowers,Retail,,,,,
27400,Deep Caverns,portaldeepcaverns,Retail,,,,,
27401,Drudge Fight,portaldrudgefight,Retail,,,,,
27402,Lair of The Homunculus,portalhomunculus,Retail,,,,,
27403,Oubliette,portalgibbering,Retail,,,,,
27404,Relic,portalrelic,Retail,,,,,
27405,Resting Place,portalrestingplace,Retail,,,,,
27406,Wizard's Lab,portalwizardsblade,Retail,,,,,
27407,Drudge Championship Belt,girthdrudgefight,Retail,,,,,
27408,Core of the Acid Cistern,pillaracid,Retail,,,,,
27409,Burning Pillar,pillarfire,Retail,,,,,
27410,Caustic Pillar,pillarice,Retail,,,,,
27411,Charged Pillar,pillarlightning,Retail,,,,,
27412,Manipulated Doll,dollmanipulated,Retail,,,,,
27413,Tinkered Doll,dolltinkered,Retail,,,,,
27414,Kerthump the Ear Taker,drudgeravenerfighter1,Retail,,,,,
27415,Baktak the Human Slayer,drudgeravenerfighter2,Retail,,,,,
27416,Magma Golem Exarch,golemmagmamonolithguard,Retail,,,,,
27417,Telumiat Hollow Minion,hollowminionexcised,Retail,,,,,
27418,Cultist High Priest,wizardxander,Retail,,,,,
27419,Hellion,margulringbearer,Retail,,,,,
27420,Dark Marionette,marionettedetached,Retail,,,,,
27421,Enthralled Idolator,mosswartidolaterenthralled,Retail,,,,,
27422,True Believer,mosswarttruebeliever,Retail,,,,,
27423,Enthralled Zealot,mosswartzealotenthralled,Retail,,,,,
27424,Desiccated Mu-miyah,mumiyahdesiccated,Retail,,,,,
27425,Shady Scarecrow,scarecrowenslaved,Retail,,,,,
27426,Shadow Nightmare,shadownightmare,Retail,,,,,
27427,Shadow Nightmare Leader,shadownightmareboss,Retail,,,,,
27428,Shadow Phantom Leader,shadowphantomboss,Retail,,,,,
27429,Consumed Wraith,shadowwraithconsumed,Retail,,,,,
27430,Ward of the Retreat,zombieeliterevenantward,Retail,,,,,
27431,Homunculus,homunculus,Retail,,,,,
27432,The Gibbering,gibbering,Retail,,,,,
27433,Map of Auberean,decorationaubereanmap,Retail,,,,,
27434,Door,doorwizardsblade,Retail,,,,,
27435,Large Golden Coin,coinattachment,Retail,,,,,
27436,Philanthropist Title Token,tokentitlephilanthropist,Retail,,,,,
27437,Dark Monolith,darkmonolith,Retail,,,,,
27438,Head of the Homunculus,headhomunculus,Retail,,,,,
27439,Coffin,sarcophagushookable,Retail,,,,,
27440,Grave Robber Title Token,tokentitlegraverobber,Retail,,,,,
27441,Shreth Malus Camp Generator,deepcavernsmargulgen,Retail,,,,,
27442,Drudge Fight 1st Gen,drudgefightevent1gen,Retail,,,,,
27443,Drudge Fight Belt Gen,drudgefightevent2gen,Retail,,,,,
27444,Serpent Ring,ringserpent,Retail,,,,,
27445,Shadow Stone Necklace,necklaceshadowstone,Retail,,,,,
27446,Dark Sapphire Ring,ringauditor2,Retail,,,,,
27447,Dark Ruby Ring,ringgatekeeper2,Retail,,,,,
27448,Dark Amber Ring,ringsage2,Retail,,,,,
27449,Ancient Key,keywizardsblade,Retail,,,,,
27450,Casting Stein,chalicevitality,Retail,,,,,
27451,Gibbering Claw,clawgibbering,Retail,,,,,
27452,Tachi,tachislice,Retail,,,,,
27453,Renegade Hauberk,hauberklugianrenegade,Retail,,,,,
27454,Renegade Leggings,leggingslugianrenegade,Retail,,,,,
27455,Sealed Lugian Chest,chestcontact,Retail,,,,,
27456,A Broken Insignia Ring,ringinsigniabrokena,Retail,,,,,
27457,A Broken Insignia Ring,ringinsigniabrokenb,Retail,,,,,
27458,Elite Guard,lugianrenegadeeliteguarda,Retail,,,,,
27459,Elite Guard,lugianrenegadeeliteguardb,Retail,,,,,
27460,Gotrok Fortress Guard,lugianrenegadefortressguard,Retail,,,,,
27461,Commander Kamenua,tumerokcommanderkamenua,Retail,,,,,
27462,Door,doorrenegadefortressinner,Retail,,,,,
27463,Door,doorrenegadefortressouter,Retail,,,,,
27464,Candeth Keep Blueprints,blueprintscandeth,Retail,,,,,
27465,Zairente's Cooking Pot,cookingpotburun1,Retail,,,,,
27466,Zairente's Cooking Pot,cookingpotburun2,Retail,,,,,
27467,Zairente's Cooking Pot,cookingpotburun3,Retail,,,,,
27468,Tumerok Corpse,corpsemosswart1,Retail,,,,,
27469,Tumerok Corpse,corpsemosswart2,Retail,,,,,
27470,Burun Adept Generator,burunadeptgen,Retail,,,,,
27471,Burun Lowbie Generator,burunlowbiegen,Retail,,,,,
27472,Burun Scamp Generator,burunscampgen,Retail,,,,,
27473,Renegade Insignia Ring,ringrenegade,Retail,,,,,
27474,Lugian-Forged Key,keycontact,Retail,,,,,
27475,Corpse of Lugian Courier,corpselugiancontact,Retail,,,,,
27476,A Cluttered Table,tablecontactnpc,Retail,,,,,
27477,Burun Burrow,portalburunburrow,Retail,,,,,
27478,Portal to the Surface,portalburunburrowexit,Retail,,,,,
27479,Renegade Fortress,portalrenegadefortress,Retail,,,,,
27480,Portal to the Surface,portalrenegadefortressexit,Retail,,,,,
27481,Burning Liquid,hotspotburningliquid,Retail,,,,,
27482,Caltrops,hotspotcaltrops,Retail,,,,,
27483,Mutual Assistance Pact,offercontact,Retail,,,,,
27484,Orders to Contact the Burun,ordersburun,Retail,,,,,
27485,Fortress Construction,ordersfortress,Retail,,,,,
27486,Aerbax's Valley,ordersvalley,Retail,,,,,
27487,Banderling Aggressor,banderlingaggressorforbidden,Retail,,,,,
27488,Banderling Predator,banderlingpredatorforbidden,Retail,,,,,
27489,Banderling Savage,banderlingsavageforbidden,Retail,,,,,
27490,Obsidian Chittick,chittickobsidianforbidden,Retail,,,,,
27491,Ascendant Drudge,drudgeascendantforbidden,Retail,,,,,
27492,Drudge Bloodletter,drudgebloodletterforbidden,Retail,,,,,
27493,Drudge Cabalist,drudgecabalistforbidden,Retail,,,,,
27494,Peerless Drudge,drudgepeerlessforbidden,Retail,,,,,
27495,Plasma Golem,golemplasmaforbidden,Retail,,,,,
27496,Platinum Golem,golemplatinumforbidden,Retail,,,,,
27497,Telumiat Hollow Minion,hollowminiontelumiatforbidden,Retail,,,,,
27498,Gotrok Juggernaut,lugianjuggernautrenegadeforbidden,Retail,,,,,
27499,Gotrok Titan,lugiantitanrenegadeforbidden,Retail,,,,,
27500,Creeping Margul,margulcreepingforbidden,Retail,,,,,
27501,Stalking Margul,margulstalkingforbidden,Retail,,,,,
27502,Lacerator,olthoiflyerlaceratorforbidden,Retail,,,,,
27503,Olthoi Swarm Mutilator,olthoiswarmmutilatorforbidden,Retail,,,,,
27504,Reaper,reedsharkreaperforbidden,Retail,,,,,
27505,Rendeath Shreth,shrethrendeathforbidden,Retail,,,,,
27506,Revered Tumerok Shaman,tumerokreveredshamanforbidden,Retail,,,,,
27507,Transcendant Tumerok,tumeroktranscendantforbidden,Retail,,,,,
27508,Annihilator,tuskerannihilatorforbidden,Retail,,,,,
27509,Devastator,tuskerdevastatorforbidden,Retail,,,,,
27510,Virindi Consul,virindiconsulforbidden,Retail,,,,,
27511,Virindi Quidiox,virindiquidioxforbidden,Retail,,,,,
27512,Nanner Island Portal Gem,gemportalnannerisland,Retail,,,,,
27513,A Sycophant's Corpse,npcsycophantcorpse,Retail,,,,,
27514,Painbringer's Head,headpainbringer,Retail,,,,,
27515,Burun Ruuk Fiend,burunruukfiendvagrant,Retail,,,,,
27516,Burun Ruuk Lout,burunruukloutvagrant,Retail,,,,,
27517,Burun Ruuk Savage,burunruuksavagevagrant,Retail,,,,,
27518,Burun Ruuk Seer,burunruukseervagrant,Retail,,,,,
27519,Burun Ruuk Shaman,burunruukshamanvagrant,Retail,,,,,
27520,Burun Ruuk Soothsayer,burunruuksoothsayervagrant,Retail,,,,,
27521,Urgluuk,burunvagrantextremelo,Retail,,,,,
27522,Barluuk,burunvagranthighlo,Retail,,,,,
27523,Jorgluuk,burunvagrantuberlo,Retail,,,,,
27524,Bleeargh,mosswartvagrantmidlo,Retail,,,,,
27525,Burun Idol,burunfetishhookablelo,Retail,,,,,
27526,Burun Idol,burunfetishlo,Retail,,,,,
27527,Mosswart Mourning Stone,mosswartstonedeathhookablelo,Retail,,,,,
27528,Mosswart Mourning Stone,mosswartstonedeathlo,Retail,,,,,
27529,Mosswart Thanking Stone,mosswartstonethankshookablelo,Retail,,,,,
27530,Mosswart Thanking Stone,mosswartstonethankslo,Retail,,,,,
27531,Diplomat Token,tokendiplomat,Retail,,,,,
27532,HebiantoVagrantExtremeGen,hebiantovagrantextremegen,Retail,,,,,
27533,HebiantoVagrantHighGen,hebiantovagranthighgen,Retail,,,,,
27534,HebiantoVagrantUberGen,hebiantovagrantubergen,Retail,,,,,
27535,SawatoVagrantExtremeGen,sawatovagrantextremegen,Retail,,,,,
27536,SawatoVagrantHighGen,sawatovagranthighgen,Retail,,,,,
27537,SawatoVagrantUberGen,sawatovagrantubergen,Retail,,,,,
27538,ShoushiVagrantExtremeGen,shoushivagrantextremegen,Retail,,,,,
27539,ShoushiVagrantHighGen,shoushivagranthighgen,Retail,,,,,
27540,ShoushiVagrantUberGen,shoushivagrantubergen,Retail,,,,,
27541,TouTouVagrantExtremeGen,toutouvagrantextremegen,Retail,,,,,
27542,TouTouVagrantHighGen,toutouvagranthighgen,Retail,,,,,
27543,TouTouVagrantUberGen,toutouvagrantubergen,Retail,,,,,
27544,YanshiVagrantExtremeGen,yanshivagrantextremegen,Retail,,,,,
27545,YanshiVagrantHighGen,yanshivagranthighgen,Retail,,,,,
27546,YanshiVagrantUberGen,yanshivagrantubergen,Retail,,,,,
27547,Bind Stone,bindstone,Retail,,,,,
27548,Deadly Armor Piercing Arrow,arrowdeadlyarmorpiercingtest2,Retail,,,,,
27549,Deadly Armor Piercing Arrow,arrowdeadlyarmorpiercingtest3,Retail,,,,,
27550,Deadly Armor Piercing Atlatl Dart,atlatldartdeadlyarmorpiercingtest2,Retail,,,,,
27551,Deadly Armor Piercing Atlatl Dart,atlatldartdeadlyarmorpiercingtest3,Retail,,,,,
27552,Deadly Armor Piercing Quarrel,boltdeadlyarmorpiercingtest2,Retail,,,,,
27553,Deadly Armor Piercing Quarrel,boltdeadlyarmorpiercingtest3,Retail,,,,,
27554,Caleb Jinor the Healer,craterlakehealer,Retail,,,,,
27555,Pricilla the Healer,danbyhealer,Retail,,,,,
27556,Burun Ruuk Seer,burunruukseervagrantboss,Retail,,,,,
27557,Burun Ruuk Shaman,burunruukshamanvagrantboss,Retail,,,,,
27558,Burun Ruuk Soothsayer,burunruuksoothsayervagrantboss,Retail,,,,,
27559,Second Tower,portaldarktower1,Retail,,,,,
27560,Consumed Wraith's Tower,portaldarktower2,Retail,,,,,
27561,Pile of Rocks,trap-coffinsummonundead,Retail,,,,,
27562,Door,doorarchall,Retail,,,,,
27563,Forbidden Note,noteforbidden,Retail,,,,,
27564,Coral Golem Viceroy,golemcoralviceroyhunted,Retail,,,,,
27565,Glacial Golem Margrave,golemglacialmargravehunted,Retail,,,,,
27566,Magma Golem Exarch,golemmagmaexarchhunted,Retail,,,,,
27567,Brute,humanbrute,Retail,,,,,
27568,Knife,humanknife,Retail,,,,,
27569,The Storm,trap-storm,Retail,,,,,
27570,Door,doorshadowchildforsaken,Retail,,,,,
27571,Olthoi Mutilator,olthoimutilatorspecial,Retail,,,,,
27572,Olthoi Warrior,olthoiwarriorspecial,Retail,,,,,
27573,Olthoi Worker,olthoiworkerspecial,Retail,,,,,
27574,Mutilator Token,tokenmutilator,Retail,,,,,
27575,Warrior Token,tokenwarrior,Retail,,,,,
27576,Worker Token,tokenworker,Retail,,,,,
27577,Glittering Bracelet of Acid Protection,braceletbehdo2,Retail,,,,,
27578,Sublime Bracelet of Acid Protection,braceletbehdo3,Retail,,,,,
27579,Glittering Necklace of Acid and Piercing Protection,necklacebehdo1,Retail,,,,,
27580,Sublime Necklace of Acid and Piercing Protection,necklacebehdo2,Retail,,,,,
27581,Ring of Piercing Protection,ringbehdo2,Retail,,,,,
27582,Sublime Ring of Piercing Protection,ringbehdo3,Retail,,,,,
27583,Mutilator Tunnels,portalmutilatornamequest,Retail,,,,,
27584,Surface Exit,portalmutilatornamequestexit,Retail,,,,,
27585,Olthoi Warrior Nest,portalwarriornamequest,Retail,,,,,
27586,Surface Exit,portalwarriornamequestexit,Retail,,,,,
27587,Crumbling Empyrean Mansion,portalworkernamequest,Retail,,,,,
27588,Surface Exit,portalworkernamequestexit,Retail,,,,,
27589,Mutilator Pincer,pincermutilator,Retail,,,,,
27590,Warrior Pincer,pincerwarrior,Retail,,,,,
27591,Worker Pincer,pincerworker,Retail,,,,,
27592,Ebon Spine Harpoon,ebonharpoonspearnew,Retail,,,,,
27593,Sharpened Virindi Scalpel,scalpelvirindinew,Retail,,,,,
27594,Sublime Elari Wood Bow,sublimeelaribow,Retail,,,,,
27595,Note from Aun Mariona to Hea Toneawa,notemariona,Retail,,,,,
27596,Hea Toneawa,rumorahurenga1,Retail,,,,,
27597,Hea Riketura,rumorahurenga2,Retail,,,,,
27598,Aun Enemies,rumorahurenga3,Retail,,,,,
27599,Palenqual's Caverns,rumorahurenga4,Retail,,,,,
27600,Leaving Palenqual,rumorahurenga5,Retail,,,,,
27601,Hea Arantah,rumorahurenga6,Retail,,,,,
27602,The Tah of Ahurenga,rumorahurenga7,Retail,,,,,
27603,Hea Tuperea's Reedsharks,rumorahurenga8,Retail,,,,,
27604,Aun Ralirea,rumorahurenga9,Retail,,,,,
27605,The One Named Lilitha,rumorahurenga10,Retail,,,,,
27606,Atual Arutoa,rumorahurenga11,Retail,,,,,
27607,The Children of Wharu,rumorahurenga12,Retail,,,,,
27608,The Aun Menhir Rings,rumorahurenga13,Retail,,,,,
27609,Wharu,rumorahurenga14,Retail,,,,,
27610,Traveler's Alert,rumorspire1,Retail,,,,,
27611,Burning Terror,rumorspire2,Retail,,,,,
27612,Tumeroks on the Island,rumorspire3,Retail,,,,,
27613,Warring Factions,rumorspire4,Retail,,,,,
27614,Virindi on the Plateau,rumorspire5,Retail,,,,,
27615,Empyrean Ruins,rumorspire6,Retail,,,,,
27616,Canescent Mattekar,rumorspire7,Retail,,,,,
27617,Virindi Weapons,rumorspire8,Retail,,,,,
27618,Marae Lassel,rumorspire9,Retail,,,,,
27619,Menhir Rings,rumorspire10,Retail,,,,,
27620,Olthoi Queen,rumorspire11,Retail,,,,,
27621,Bachus Flufens,rumorspire12,Retail,,,,,
27622,Aun Tumeroks,rumorspire13,Retail,,,,,
27623,Hea Tuperea,rumorspire14,Retail,,,,,
27624,Brigands,rumorspire15,Retail,,,,,
27625,Olthoi Fungus,rumorspire16,Retail,,,,,
27626,Olthoi Eviscerators,rumorspire17,Retail,,,,,
27627,Britana,rumorspire18,Retail,,,,,
27628,Behdo Yii,rumorspire19,Retail,,,,,
27629,Aun Mareura,rumortimaru1,Retail,,,,,
27630,The Puh Toneawa,rumortimaru2,Retail,,,,,
27631,Aun Shimauri,rumortimaru3,Retail,,,,,
27632,Aun Papileona's Shrine,rumortimaru4,Retail,,,,,
27633,Isparian Arrival,rumortimaru5,Retail,,,,,
27634,"""Tumerok?""",rumortimaru6,Retail,,,,,
27635,The Keh of the World,rumortimaru7,Retail,,,,,
27636,She Who Lost Her Name,rumortimaru8,Retail,,,,,
27637,The Hunter Ralirea,rumortimaru9,Retail,,,,,
27638,Aun Holdings,rumortimaru10,Retail,,,,,
27639,Aun Nualuan and Itealuan,rumortimaru11,Retail,,,,,
27640,Hea Raiders,rumortimaru12,Retail,,,,,
27641,Empyrean Towers,rumortimaru13,Retail,,,,,
27642,The Bride of Wharu,rumortimaru14,Retail,,,,,
27643,The Broken Stones,rumortimaru15,Retail,,,,,
27644,Wharu's Children,rumortimaru16,Retail,,,,,
27645,Within the Flesh of Palenqual,rumortimaru17,Retail,,,,,
27646,The Drumming of our Shamans,rumortimaru18,Retail,,,,,
27647,Mosswart Idol High Direlands Camp Gen,mosswartidolhighdirelandscampgen,Retail,,,,,
27648,Head of the Homunculus,orbhomunculus,Retail,,,,,
27649,Head of the Homunculus,orbhomunculus1,Retail,,,,,
27650,Head of the Homunculus,orbhomunculus2,Retail,,,,,
27651,Ornate Tumerok Breastplate,breastplaterenegadegeneral,Retail,,,,,
27652,Horned Lugian Helm,helmrenegadegeneral,Retail,,,,,
27653,Chorizite Veined Shield,shieldrenegade,Retail,,,,,
27654,Coarse Hide Shirt,shirtrenegadehide,Retail,,,,,
27655,Renegade Chest,chestrenegadebeefjerky,Retail,,,,,
27656,Renegade Chest,chestrenegadechorizite,Retail,,,,,
27657,Renegade Chest,chestrenegadehealingkits,Retail,,,,,
27658,Burun Mud-packed Chest,chestrenegadelockpicks,Retail,,,,,
27659,Renegade Chest,chestrenegademanaoil,Retail,,,,,
27660,Refined Chorizite Chunk,orechoriziterenegade,Retail,,,,,
27661,Morgluuk,burunruukmorgluuk,Retail,,,,,
27662,Torgluuk,burunruuktorgluuk,Retail,,,,,
27663,Lord Muldaveus,lugianlordmuldaveus,Retail,,,,,
27664,Niarltah,tumerokniarltah,Retail,,,,,
27665,General Fostok,lugianrenegadefostok,Retail,,,,,
27666,"Ollar, Renegade Captain",lugianrenegadeollar,Retail,,,,,
27667,War Chief Amanua,tumerokrenegadeamanua,Retail,,,,,
27668,Captain Waliknua,tumerokrenegadewaliknua,Retail,,,,,
27669,Tumerok Salted Meat,beefjerkyrenegade,Retail,,,,,
27670,Distilled Mana Potion,manafluterenegade,Retail,,,,,
27671,Renegade Herbal Kit,healingkitrenegade,Retail,,,,,
27672,Carved Gemstone Lockpicks,lockpickrenegade,Retail,,,,,
27673,Renegade Stonehold Portal,renegadefifthattemptportalgen,Retail,,,,,
27674,Renegade Final Camp,renegadefinalattemptcampgen,Retail,,,,,
27675,Renegade Fourth Camp,renegadefourthattemptcampgen,Retail,,,,,
27676,Renegade Shoushi Portal,renegadefourthattemptportalgen,Retail,,,,,
27677,Renegade Second Camp Gen,renegadesecondattemptcampgen,Retail,,,,,
27678,Renegade Burun Holding Portal,renegadesecondattemptportalgen,Retail,,,,,
27679,Renegade Third Camp,renegadethirdattemptcampgen,Retail,,,,,
27680,Renegade Tufa Portal,renegadethirdattemptportalgen,Retail,,,,,
27681,Renegade Stone Clasp,braceletlugianstone,Retail,,,,,
27682,Renegade Bone Charm,necklacetumerokcharm,Retail,,,,,
27683,Renegade Lugian Ring,ringlugianstone,Retail,,,,,
27684,Carved Bone Key,keymosswartbone,Retail,,,,,
27685,Strong Iron Key,keyrenegadebeefjerky,Retail,,,,,
27686,Strong Iron Key,keyrenegadechorizite,Retail,,,,,
27687,Strong Iron Key,keyrenegadehealingkits,Retail,,,,,
27688,Strong Iron Key,keyrenegademanaoil,Retail,,,,,
27689,Royal Guard Gabrielle,royalguardgabrielle,Retail,,,,,
27690,Burun Cavern,portalburunholding,Retail,,,,,
27691,Exit to Surface,portalburunholdingexit,Retail,,,,,
27692,Renegade Stronghold,portalrenegadeprosper,Retail,,,,,
27693,Exit to Surface,portalrenegadeprosperexit,Retail,,,,,
27694,Renegade Stronghold,portalrenegadeshoushi,Retail,,,,,
27695,Exit to Surface,portalrenegadeshoushiexit,Retail,,,,,
27696,Renegade Stronghold,portalrenegadestonehold,Retail,,,,,
27697,Exit to Surface,portalrenegadestoneholdexit,Retail,,,,,
27698,Renegade Stronghold,portalrenegadetufa,Retail,,,,,
27699,Exit to Surface,portalrenegadetufaexit,Retail,,,,,
27700,Map to Burun Lair,maprenegadeburun,Retail,,,,,
27701,Correspondence,notearkohl,Retail,,,,,
27702,Gems,notebrikta,Retail,,,,,
27703,Chorizite Ore,notefulkra,Retail,,,,,
27704,A Message from Morgluuk,notemorgtorg,Retail,,,,,
27705,A Fetid muck-covered Note,notemorgtorguntranslated,Retail,,,,,
27706,Mana Oil,noteollar,Retail,,,,,
27707,Salted Meat,noteutakhe,Retail,,,,,
27708,Carnivorous Carenzi,carenzicarnivorous,Retail,,,,,
27709,Great Elariwood Golem,golemgreatelariwood,Retail,,,,,
27710,Brass Gromnie,gromniebrass,Retail,,,,,
27711,Copper Gromnie,gromniecopper,Retail,,,,,
27712,Badlands Siraluun,siraluunbadlands,Retail,,,,,
27713,Untamed Siraluun,siraluununtamed,Retail,,,,,
27714,Hea Champion,tumerokheachampion,Retail,,,,,
27715,Ferocious Ursuin,ursuinferocious,Retail,,,,,
27716,Raging Ursuin,ursuinraging,Retail,,,,,
27717,Ursuin Slicer,ursuinslicer,Retail,,,,,
27718,Woodland Ursuin,ursuinwoodland,Retail,,,,,
27719,Carnivorous Carenzi Camp Generator,carenzicarnivorouscampgen,Retail,,,,,
27720,Great Elariwood Golem Camp Generator,golemgreatelariwoodcampgen,Retail,,,,,
27721,BRASS Gromnie Camp Generator,gromniebrasscampgen,Retail,,,,,
27722,COPPER Gromnie Camp Generator,gromniecoppercampgen,Retail,,,,,
27723,Human Zharalim Camp Generator,humanzharalimcampgen,Retail,,,,,
27724,Badlands Siraluun Camp Generator,siraluunbadlandcampgen,Retail,,,,,
27725,Untamed Siraluun Camp Generator,siraluununtamedcampgen,Retail,,,,,
27726,Tumerok Hea Champion Camp Generator,tumerokheachampioncampgen,Retail,,,,,
27727,Ferocious Ursuin Camp Generator,ursuinferociouscampgen,Retail,,,,,
27728,Raging Ursuin Camp Generator,ursuinragingcampgen,Retail,,,,,
27729,Ursuin Slicer Camp Generator,ursuinslicercampgen,Retail,,,,,
27730,Woodland Ursuin Camp Generator,ursuinwoodlandcampgen,Retail,,,,,
27731,Marae High Forest Generator,maraehighforestgenerator,Retail,,,,,
27732,Marae Mid Plains Generator,maraehighmarshgenerator,Retail,,,,,
27733,Marae High Plains Generator,maraehighplainsgenerator,Retail,,,,,
27734,Marae Low Marsh Generator,maraelowmarshgenerator,Retail,,,,,
27735,Marae Low Plains Generator,maraelowplainsgenerator,Retail,,,,,
27736,Marae Mid Forest Generator,maraemidforestgenerator,Retail,,,,,
27737,Marae Mid Marsh Generator,maraemidmarshgenerator,Retail,,,,,
27738,Marae Mid Plains Generator,maraemidplainsgenerator,Retail,,,,,
27739,Marae Newbie Generator,maraenewbiegenerator,Retail,,,,,
27740,Apprentice Alchemist,collectoralchemyalunewbie,Retail,,,,,
27741,Apprentice Alchemist,collectoralchemyghanewbie,Retail,,,,,
27742,Apprentice Alchemist,collectoralchemyshonewbie,Retail,,,,,
27743,Apprentice Cook,collectorcookingalunewbie,Retail,,,,,
27744,Apprentice Cook,collectorcookingghanewbie,Retail,,,,,
27745,Apprentice Cook,collectorcookingshonewbie,Retail,,,,,
27746,Apprentice Fletcher,collectorfletchingalunewbie,Retail,,,,,
27747,Apprentice Fletcher,collectorfletchingghanewbie,Retail,,,,,
27748,Apprentice Fletcher,collectorfletchingshonewbie,Retail,,,,,
27749,Barbed Crop,croptupereanew,Retail,,,,,
27750,Expired Health Draught,healthdraughtexpired,Retail,,,,,
27751,Expired Health Potion,healthpotionexpired,Retail,,,,,
