RecipeID,Description,Status,Release,Comments,Approved,Approved By,Recipe Request,Request Single Recipe,Request Recipe Range
4398,Weeping Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4399,Perfect Isparian Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4400,Weeping Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4401,Perfect Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4402,Candeth Keep Stamp,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4403,Cooking Pot,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4404,Cooking Pot,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4405,Cooking Pot,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4406,Cooking Pot,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4407,Cooking Pot,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4408,Cooking Pot,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4409,Cooking Pot,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4410,Cooking Pot,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4411,Cooking Pot,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4412,Artificer's Gauntlets,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4413,Bowman's Gauntlets,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4414,Crossbowman's Gauntlets,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4415,Enchanter's Gauntlets,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4416,Hatchetman's Gauntlets,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4417,Hieromancer's Gauntlets,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4418,Knifer's Gauntlets,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4419,Life Giver's Gauntlets,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4420,Macer's Gauntlets,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4421,Pugilist's Gauntlets,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4422,Spearman's Gauntlets,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4423,Staffer's Gauntlets,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4424,Swordsman's Gauntlets,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4425,Tosser's Gauntlets,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4426,Salvaged Leather,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4427,Salvaged Silver,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4428,Salvaged Copper,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4429,Salvaged Ebony,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4430,Salvaged Porcelain,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4431,Salvaged Silk,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4432,Salvaged Teak,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4433,Salvaged Zircon,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4434,Salvaged Yellow Topaz,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4435,Salvaged Peridot,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4436,Salvaged Aquamarine,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4437,Salvaged Azurite,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4438,Salvaged Malachite,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4439,Salvaged Citrine,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4440,Salvaged Hematite,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4441,Salvaged Lavender Jade,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4442,Salvaged Red Jade,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4443,Salvaged Carnelian,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4444,Salvaged Lapis Lazuli,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4445,Salvaged Agate,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4446,Salvaged Rose Quartz,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4447,Salvaged Smoky Quartz,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4448,Salvaged Bloodstone,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4449,Salvaged Black Garnet,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4450,Salvaged Emerald,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4451,Salvaged Jet,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4452,Salvaged Red Garnet,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4453,Salvaged White Sapphire,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4454,Salvaged Imperial Topaz,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4455,Bundle of Barbed Arrowheads,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4456,Bundle of Greater Barbed Arrowheads,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4457,Bundle of Deadly Barbed Arrowheads,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4458,Wrapped Bundle of Barbed Arrowheads,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4459,Wrapped Bundle of Greater Barbed Arrowheads,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4460,Wrapped Bundle of Deadly Barbed Arrowheads,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4461,Barbed Arrow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4462,Barbed Atlatl Dart,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4463,Barbed Quarrel,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4464,Greater Barbed Arrow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4465,Greater Barbed Atlatl Dart,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4466,Greater Barbed Quarrel,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4467,Deadly Barbed Arrow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4468,Deadly Barbed Atlatl Dart,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4469,Deadly Barbed Quarrel,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4470,Barbed Arrow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4471,Barbed Atlatl Dart,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4472,Barbed Quarrel,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4473,Greater Barbed Arrow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4474,Greater Barbed Atlatl Dart,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4475,Greater Barbed Quarrel,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4476,Deadly Barbed Arrow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4477,Deadly Barbed Atlatl Dart,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4478,Deadly Barbed Quarrel,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4479,Sword of Lost Light,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4480,Sword of Lost Light,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4481,Sword of Lost Light,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4482,Sword of Lost Light,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4483,Sword of Lost Light,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4484,Sword of Lost Light,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4485,Sword of Lost Light,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4486,Sword of Lost Light,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4487,Sword of Lost Light,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4488,Sword of Lost Light,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4489,Sword of Lost Light,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4490,Sword of Lost Light,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4491,Sword of Lost Hope,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4492,Sword of Lost Hope,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4493,Sword of Lost Hope,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4494,Sword of Lost Hope,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4495,Sword of Lost Hope,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4496,Sword of Lost Hope,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4497,Sword of Lost Hope,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4498,Sword of Lost Hope,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4499,Aqua Vitae,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4500,Aqua Vitae,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4501,Aqua Vitae,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4502,Aqua Vitae,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4503,Aqua Vitae,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4504,Aqua Vitae,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4505,Cinnabar and Henbane Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4506,Stibnite and Amaranth Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4507,Verdigris and Amaranth Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4508,Turpeth and Amaranth Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4509,Colcothar and Amaranth Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4510,Vitriol and Amaranth Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4511,Cobalt and Amaranth Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4512,Gypsum and Amaranth Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4513,Quicksilver and Amaranth Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4514,Cadmia and Amaranth Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4515,Cinnabar and Amaranth Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4516,Treated Brimstone and Eyebright Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4517,Treated Brimstone and Henbane Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4518,Treated Brimstone and Amaranth Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4519,Treated Brimstone and Frankincense Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4520,Treated Stibnite and Eyebright Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4521,Treated Stibnite and Henbane Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4522,Treated Stibnite and Amaranth Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4523,Treated Stibnite and Frankincense Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4524,Treated Verdigris and Eyebright Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4525,Treated Verdigris and Henbane Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4526,Treated Verdigris and Amaranth Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4527,Treated Verdigris and Frankincense Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4528,Treated Turpeth and Eyebright Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4529,Treated Turpeth and Henbane Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4530,Treated Turpeth and Amaranth Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4531,Treated Turpeth and Frankincense Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4532,Treated Colcothar and Eyebright Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4533,Treated Colcothar and Henbane Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4534,Treated Colcothar and Amaranth Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4535,Treated Colcothar and Frankincense Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4536,Treated Vitriol and Eyebright Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4537,Treated Vitriol and Henbane Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4538,Treated Vitriol and Amaranth Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4539,Treated Vitriol and Frankincense Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4540,Treated Cobalt and Eyebright Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4541,Treated Cobalt and Henbane Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4542,Treated Cobalt and Amaranth Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4543,Treated Cobalt and Frankincense Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4544,Gypsum and Eyebright Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4545,Treated Gypsum and Henbane Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4546,Treated Gypsum and Amaranth Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4547,Treated Gypsum and Frankincense Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4548,Treated Quicksilver and Eyebright Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4549,Treated Quicksilver and Henbane Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4550,Treated Quicksilver and Amaranth Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4551,Treated Quicksilver and Frankincense Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4552,Treated Cadmia and Eyebright Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4553,Treated Cadmia and Henbane Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4554,Treated Cadmia and Amaranth Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4555,Treated Cadmia and Frankincense Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4556,Treated Cinnabar and Eyebright Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4557,Treated Cinnabar and Henbane Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4558,Treated Cinnabar and Amaranth Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4559,Treated Cinnabar and Frankincense Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4560,Crucible with Brimstone Potion,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4561,Crucible with Cadmia Potion,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4562,Crucible with Cinnabar Potion,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4563,Crucible with Cobalt Potion,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4564,Crucible with Colcothar Potion,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4565,Brimstone and Eyebright Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4566,Stibnite and Eyebright Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4567,Verdigris and Eyebright Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4568,Turpeth and Eyebright Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4569,Colcothar and Eyebright Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4570,Vitriol and Eyebright Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4571,Cobalt and Eyebright Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4572,Gypsum and Eyebright Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4573,Quicksilver and Eyebright Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4574,Cadmia and Eyebright Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4575,Cinnabar and Eyebright Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4576,Stibnite and Frankincense Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4577,Brimstone and Frankincense Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4578,Verdigris and Frankincense Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4579,Turpeth and Frankincense Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4580,Colcothar and Frankincense Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4581,Vitriol and Frankincense Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4582,Cobalt and Frankincense Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4583,Gypsum and Frankincense Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4584,Quicksilver and Frankincense Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4585,Cadmia and Frankincense Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4586,Cinnabar and Frankincense Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4587,Crucible with Gypsum Potion,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4588,Brimstone and Henbane Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4589,Stibnite and Henbane Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4590,Verdigris and Henbane Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4591,Turpeth and Henbane Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4592,Colcothar and Henbane Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4593,Vitriol and Henbane Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4594,Cobalt and Henbane Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4595,Gypsum and Henbane Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4596,Quicksilver and Henbane Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4597,Cadmia and Henbane Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4598,Brimstone and Amaranth Crucible,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4599,Crucible with Quicksilver Potion,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4600,Crucible with Stibnite Potion,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4601,Crucible with Turpeth Potion,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4602,Crucible with Verdigris Potion,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4603,Crucible with Vitriol Potion,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4604,Gem of Greater Cold Protection,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4605,Gem of Lightning Protection,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4606,Gem of Improved Lightning Protection,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4607,Gem of Greater Lightning Protection,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4608,Gem of Lesser Rejuvenation,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4609,Gem of Rejuvenation,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4610,Gem of Improved Rejuvenation,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4611,Gem of Greater Rejuvenation,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4612,Gem of Lesser Regeneration,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4613,Gem of Regeneration,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4614,Gem of Improved Regeneration,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4615,Gem of Greater Regeneration,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4616,Gem of Lesser Fire Protection,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4617,Gem of Fire Protection,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4618,Gem of Improved Fire Protection,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4619,Gem of Greater Fire Protection,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4620,Gem of Lesser Piercing Protection,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4621,Gem of Piercing Protection,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4622,Gem of Improved Piercing Protection,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4623,Gem of Greater Piercing Protection,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4624,Gem of Lesser Mana Renewal,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4625,Gem of Mana Renewal,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4626,Gem of Improved Mana Renewal,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4627,Gem of Greater Mana Renewal,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
4628,Gem of Lesser Acid Protection,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
